,title,body
0,"부동산114 ""강남 3구, 8년 만에 월간 최대폭 하락""","급매물 늘어나는 강남 / 연합뉴스
최근 서울 아파트 가격이 하락 조정을 받으면서, 강남 3구의 월간 아파트 가격 하락율이 8년 만에 최대치를 기록한 것으로 나타났다.

1일 부동산114에 따르면 서울 아파트 매매가격이 4월에 0.17% 하락해 2019년 5월(-0.04%) 이후 11개월 만에 하락 전환했다.

강남, 서초, 송파 등 강남3구는 -0.63%을 기록해 2012년 11월(-0.63%) 이후 8년여 만에 월간 기준으로 가장 큰 하락폭을 기록했다.

윤지해 부동산114 수석연구원은 ""2019년 12·16 대책으로 자금출처 조사에 더해 시가 15억 원을 초과하는 아파트에 대한 주택담보대출이 전면 금지된 이후 서울 강남권이 직격탄을 맞은 결과로 풀이된다""고 밝혔다.

부동산114 조사에 따르면 서울 강남3구는 최근 3개월 연속(2월 -0.02%, 3월 -0.17%, 4월 -0.63%) 떨어져 낙폭이 확대되고 있다.

대치동 은마아파트는 12·16대책 발표 이후 1억3000만 원에서 1억4000만 원 떨어지며 변동률 기준으로 6~7% 하락했다.

같은 시기 강남구 개포동 개포주공6단지와 압구정동 신현대 등이 1억1500만 원 ~ 2억7000만원 떨어졌다.

서초구는 반포동 주공1단지, 반포자이, 아크로리버파크반포 등이 7500만 원 ~ 1억5000만 원 하락했다.

송파구는 잠실동 주공5단지, 잠실엘스, 신천동 잠실파크리오 등이 6500만 원 ~ 1억7500만원 떨어졌다.

윤 수석연구원은 ""올해 3월 이후에는 코로나19로 인한 경기침체 우려가 가세하면서 하락세가 이제는 비강남권으로 확대될 조짐""이라고 전망했다. / 지선호 기자

지선호 기자(likemore@chosun.com)



☞ 네이버 메인에서 TV조선 구독하기
☞ 더 많은 TV조선 뉴스 보기
* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)

- Copyrights ⓒ TV조선. 무단전재 및 재배포 금지 -"
1,"부동산114 ""강남3구 아파트값 8년만에 월간 최대폭 하락""","정부규제·코로나19에 하락세 비강남권·경기로 확대 전망

서울 강남구 대치동 아파트 단지[연합뉴스 자료사진]


(서울=연합뉴스) 홍국기 기자 = 서울 강남권 3구(강남·서초·송파구)의 아파트값이 8년 만에 월간 최대 폭으로 하락했다는 조사 결과가 나왔다.

1일 부동산114에 따르면 서울 아파트값은 지난 4월 0.17% 하락해 지난해 5월(-0.04%) 이후 11개월 만에 하락으로 전환했다.

정부 공인 시세 조사기관인 한국감정원이 지난달 초 서울 아파트값이 41주 만에 하락 전환했다고 발표한 데 이어 민간 시세조사업체 통계로도 이런 추세가 확인된 것이다.

특히 강남 3구의 아파트값은 지난달 0.63% 하락, 2012년 11월(-0.63%) 이후 8년 만에 월간 최대 하락 폭을 기록하며 서울 전체 시세를 끌어내렸다.



강남 3구 아파트값은 2월 0.02%, 3월 0.17%, 4월 0.63% 떨어지며 최근 3개월 연속 낙폭을 확대했다.

강남 3구 아파트값은 지난해 12·16 대책 발표 이후 올해 4월까지 대부분 1억원가량 떨어졌다고 부동산114는 전했다.

강남권 재건축을 대표하는 강남구 대치동 은마아파트는 작년 연말 대책 발표 이후 1억3천만∼1억4천만원 떨어지며 변동률 기준으로 6∼7% 하락했다.

같은 시기 강남구 개포동 개포주공6단지와 압구정동 신현대 등이 1억1천500만∼2억7천만원 떨어졌다.

서초구는 반포동 주공1단지, 반포자이, 아크로리버파크 등이 7천500만∼1억5천만원 하락했다.

송파구는 잠실동 주공5단지, 잠실엘스, 신천동 잠실파크리오 등이 6천500만∼1억7천500만원 떨어졌다.

12·16 대책으로 자금출처 조사가 강화되고 시가 15억원을 초과하는 아파트에 대한 주택담보대출이 전면 금지되면서 서울 강남권이 직격탄을 맞은 결과로 풀이된다.

서울 강남3구 월간 매매가격 변동률[부동산114 제공]


아울러 지난 2월 말부터 신종 코로나바이러스 감염증(코로나19) 확산으로 경기침체 우려가 더해지면서 아파트값 하락세는 비강남권과 경기도 일대로 확대될 조짐을 보인다.

지난달 용산구가 0.12% 떨어졌고, 영등포구는 4월 마지막 주 기준으로 약세 전환한 것으로 나타났다.

경기도에서는 그간 아파트값 상승을 주도한 과천(-0.05%)이 떨어졌고, 위례신도시(-0.02%)도 지난달 들어 하락했다.

이런 추세는 5월에 가속할 전망이다. 지난 국회의원 총선거에서 여당이 압승하며 대출과 세금, 청약, 자금 출처 조사 등을 중심으로 한 투기 수요 규제가 올해 내내 계속될 가능성이 크기 때문이다.

또 보유세 과세기준(6월 1일)을 앞두고 다주택자의 절세 매물도 과거보다 늘어나고 있다.

윤지해 부동산114 수석연구원은 ""과거 경기침체 국면에서 부동산 시장도 하락세가 상당 기간 이어진 점을 고려할 때 당분간 우하향 추세는 불가피할 전망""이라고 말했다.

redflag@yna.co.kr

▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]
▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기"
2,"""강남3구 아파트값 8년만에 월간 최대폭 하락"" <부동산114>","정부규제·코로나19에 하락세
비강남권·경기로 확대 전망
민간 부동산 시세조사업체인 부동산114는 지난달 강남3구 아파트값이 0.63% 떨어져 월간 기준으로 8년 만에 최대 하락 폭을 기록했다고 1일 밝혔다. 사진은 서울 강남 일대 아파트 단지. [연합]


[헤럴드경제] 지난달 서울 강남권 3구(강남·서초·송파구)의 아파트값이 8년 만에 월간 최대 폭으로 하락했다는 조사 결과가 나왔다. 정부 규제 강화에 신종 코로나바이러스 감염증(코로나19)에 따른 경기침체 우려가 겹치면서다.

1일 부동산114에 따르면 서울 아파트값은 4월 중 0.17% 하락해 지난해 5월(-0.04%) 이후 11개월 만에 하락으로 전환했다.

정부 공인 시세 조사기관인 한국감정원이 지난달 초 서울 아파트값이 41주 만에 하락 전환했다고 발표한 데 이어 민간 시세조사업체 통계로도 이런 추세가 확인된 것이다.

특히 강남 3구의 아파트값은 지난달 0.63% 하락, 2012년 11월(-0.63%) 이후 8년 만에 월간 최대 하락 폭을 기록하며 서울 전체 시세를 끌어내렸다.

강남 3구 아파트값은 2월 0.02%, 3월 0.17%, 4월 0.63% 떨어지며 최근 3개월 연속 낙폭을 확대했다.

강남 3구 아파트값은 지난해 12·16 대책 발표 이후 올해 4월까지 대부분 1억원 가량 떨어졌다고 부동산114는 전했다.

강남권 재건축을 대표하는 강남구 대치동 은마아파트는 작년 연말 대책 발표 이후 1억3000만∼1억4000만원 떨어지며 변동률 기준으로 6∼7% 하락했다.

같은 시기 강남구 개포동 개포주공6단지와 압구정동 신현대 등이 1억1500만∼2억7000만원 떨어졌다.

서초구는 반포동 주공1단지, 반포자이, 아크로리버파크 등이 7500만∼1억5000만원 하락했다.

송파구는 잠실동 주공5단지, 잠실엘스, 신천동 잠실파크리오 등이 6500만∼1억7500만원 떨어졌다.

12·16 대책으로 자금출처 조사가 강화되고 시가 15억원을 초과하는 아파트에 대한 주택담보대출이 전면 금지되면서 서울 강남권이 직격탄을 맞은 것으로 풀이된다.

아울러 지난 2월 말부터 코로나19 확산으로 경기침체 우려가 더해지면서 아파트값 하락세는 비강남권과 경기도 일대로 확대될 조짐을 보인다.

지난달 용산구가 0.12% 떨어졌고, 영등포구는 4월 마지막 주 기준으로 약세 전환했다.

경기도에서는 그간 아파트값 상승을 주도한 과천(-0.05%)이 떨어졌고, 위례신도시(-0.02%)도 지난달 들어 하락했다.

이런 추세는 5월에 가속할 전망이다. 지난 국회의원 총선거에서 여당이 압승하며 대출과 세금, 청약, 자금 출처 조사 등을 중심으로 한 투기 수요 규제가 올해 내내 계속될 가능성이 크기 때문이다.

또 보유세 과세기준(6월 1일)을 앞두고 다주택자의 절세 매물도 과거보다 늘어나고 있다.

윤지해 부동산114 수석연구원은 ""과거 경기침체 국면에서 부동산 시장도 하락세가 상당 기간 이어진 점을 고려할 때 당분간 우하향 추세는 불가피할 전망""이라고 말했다.

onlinenews@heraldcorp.com

▶[디;콘] 우리동네 젠트리피케이션 위험도는?

▶코로나19 현황보기 ▶전국 농수축산물 소비 캠페인



- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
3,부동산 스타트업 70%이상 코로나19 타격,"한국프롭테크포럼 실태조사 결과
공유서비스 부문 타격 가장 커

부동산 관련 스타트업인 프롭테크업체(Proptech) 70% 이상이 코로나19로 피해를 입은 것으로 조사됐다. 하지만 코로나19 상황이 진정된다면 시장은 긍정적이라는 전망도 그만큼 많았다.

한국프롭테크포럼(의장 안성우 직방 대표)은 코로나19 사태로 인해 프롭테크 스타트업 70% 이상이 계약 지연, 투자 위축, 매출 감소 등 피해를 입고 있다고 1일 밝혔다. 최근 국토교통부가 프롭테크를 육성하기 위해 단계별 전략 로드맵을 짜는 방안을 모색한 것으로 알려진 가운데 프롭테크포럼이 회원사인 스타트업 44개를 대상으로 실시한 '코로나19 프롭테크 실태 조사(Covid-19 Proptech Impact Report)'에 따르면 응답 기업의 32개사(73%)가 코로나19로 비즈니스에 타격을 입은 것으로 나타났다. 공간 자산을 매개로 하는 프롭테크 특성상 전반적인 경제 활동 위축에다 사회적 거리두기, 대학가 개강 연기와 온라인화, 건설 및 분양 시장 급랭 등이 겹치면서 어려움이 더했다.

공유 서비스 분야가 상대적으로 피해가 컸고, 부동산 정보 플랫폼, 건설 솔루션, 인테리어, 부동산 관리 분야도 충격을 피해가지 못했다. 다만 사이버견본주택 등 비대면 서비스 요구가 증가하면서 가상현실(VR), 데이터&가치평가 등의 일부 기업들은 피해가 없는 것으로 파악됐다.

피해 사례로는 1분기 매출 감소(26%), 프로젝트 계약 지연 및 취소(26%)가 가장 많았고 신규 사업 차질(25%), 투자 지연 및 취소(21%) 등도 고르게 높았다. 매장을 휴업하거나 공간을 폐쇄하는 사례도 나타났고 해외 사업 전면 중단, 인력 채용의 어려움을 호소하는 업체도 있었다. 피해 규모를 금액으로 환산할 경우 1억~5억원이 25%, 5억원 이상이 15%였지만 수치로 환산이 불가하다는 기업도 38%로 확인됐다.

이와 함께 응답 기업의 55%(24개사)가 연초에 세운 목표보다 실제 매출이 하락할 것이라고 답했다. 매출 감소 폭은 10~20% 하락과 20~30% 하락이 각각 33%, 25%로 많았으나 절반 이하로 떨어질 것이라는 기업도 12.5%에 달했다.

프롭테크 스타트업들은 현 상황을 극복하기 위한 방안으로 비용 지출을 최소화(28.3%)하는 실정이었다. 기술 및 서비스를 고도화하고 있다는 응답이 두번째로 많아(26.3%) 어려운 상황에서도 미래를 준비하는 모습을 보여줬다. 비대면 영업을 강화하거나(21.2%), 인력을 재조정하는(14.1%) 경우도 있었다.

현 상황은 어렵지만 코로나19 상황이 진정된 이후 프롭테크 시장 전망은 대체로 긍정적으로 봤다. '더 좋아질 것'이라는 답변이 73%에 달해 '더 나빠질 것' 7%, '변화가 없을 것' 4.5%를 압도했다. 그러나 코로나19로 영향을 받는 기간은 3~6개월(41%)을 가장 많이 꼽았고 6개월~1년(25%), 1년 이상(18%)이라는 답변도 43%에 달해 여파가 장기화할 것이라는 우려가 상존하고 있다.

코로나19 상황에서 가장 필요한 지원을 묻는 문항에서는 정부의 정책자금에 관한 내용이 주를 이루었다. 집행 간소화, 대상 및 범위 확대, 집행 기준 현실화 등이 꼽혔다. 특히 ""지원 내용이 명확한 중소기업이나 소상공인과는 달리 스타트업은 사각지대에 놓여있다""거나 ""부동산업에 대한 제약이 프롭테크 분야에까지 이어져 지원 대상에서 배제되었다"", ""정부 의지와는 달리 금융 기관 및 집행 기관에서는 매우 소극적이다""는 문제점도 제기됐다.

이밖에도 민간 투자가 위축된 만큼 정부 주도 투자 시장을 활성화해야 한다는 의견을 비롯해 공공 물량을 조기에 발주하거나 지급 조건을 우대하는 방법, 스타트업 지원에 대한 투명하고 빠른 정보 공유, 비대면 협업 및 영업 활동 지원 등도 언급됐다.

안성우 한국프롭테크포럼 의장은 ""올해 프롭테크 스타트업의 본격적인 도약이 기대됐으나 코로나19 사태로 인해 성장 모멘텀이 약화되지 않을까 우려스럽다""며 ""부동산 시장을 혁신할 주역인 테크 스타트업들이 일시적인 충격에 꺾이지 않도록 정부 정책 지원 등 다양한 안전망이 만들어지기를 기대한다""고 말했다.

사단법인 한국프롭테크포럼은 국내 프롭테크 성장과 부동산 시장 혁신을 주도하고자 지난 2018년 11월 출범한 비영리 사단법인으로 △부동산 정보 서비스 △AI·빅데이터·VR·IoT △공간 공유 플랫폼 △부동산 임대관리 서비스 △부동산 개발·건설 △부동산 금융 등 다양한 분야의 대표적인 프롭테크 선도기업 173개사가 회원으로 참여하고 있다.

[이한나 기자]

▶네이버 메인에서 '매일경제'를 받아보세요
▶뉴스레터 '매콤달콤' 구독 ▶'매일경제' 바로가기
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
4,부동산 스타트업 10곳 중 7곳 ···“코로나19로 사업 타격”,"[서울경제] 코로나19 여파로 프롭테크(부동산) 스타트업 70% 이상이 계약 지연, 투자 위축, 매출 감소 등의 피해를 입은 것으로 나타났다. 특히 공유 서비스 분야 타격이 가장 컸다.

1일 한국프롭테크포럼이 발표한 ‘코로나19 프롭테크 실태 조사’에 따르면 조사 대상 44개 기업 중 32개사(73%)가 코로나19로 비즈니스에 타격을 입었다고 응답했다. 공간 자산을 매개로 하는 프롭테크 특성상 전반적인 경제 활동 위축에다 사회적 거리두기, 대학가 개강 연기와 온라인화, 건설 및 분양 시장 급랭 등이 겹치면서 어려움이 더했다.

세부적으로 보면 공유 서비스 분야가 상대적으로 피해가 컸으며 부동산 정보 플랫폼, 건설 솔루션, 인테리어, 부동산 관리 분야도 충격을 피해가지 못했다. 피해 사례로는 1분기 매출 감소(26%), 프로젝트 계약 지연 및 취소(26%)가 가장 많았으며 신규 사업 차질(25%), 투자 지연 및 취소(21%) 등도 고르게 높았다.

매장을 휴업하거나 공간을 폐쇄하는 사례도 나타났으며 해외 사업 전면 중단, 인력 채용의 어려움을 호소하는 업체도 있었다. 피해 규모를 금액으로 환산할 경우 1억~5억원이 25%, 5억원 이상이 15%였지만 수치로 환산이 불가하다는 기업도 38%로 나타났다.

안성우 한국프롭테크포럼 의장은 “올해 프롭테크 스타트업의 본격적인 도약이 기대됐으나 코로나19 사태로 인해 성장 모멘텀이 약화되지 않을까 우려스럽다”며 “부동산 시장을 혁신할 주역인 테크 스타트업들이 일시적인 충격에 꺾이지 않도록 정부 정책 지원 등 다양한 안전망이 만들어지기를 기대한다”고 말했다./양지윤기자 yang@sedaily.com

[서울경제 바로가기]
▶ 네이버 채널에서 '서울경제' 구독해주세요!
▶ 세상 모든 것에 대해 던지는 질문, 왜(WHY)?


저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
5,"우희종, '부동산 의혹' 양정숙 논란에 ""오히려 칭찬들어야""","""인지한 때부터 근거 확인하고 축소·회피 안 해""
""사과엔 전형적인 가부장적 사고방식 작동해""
[서울=뉴시스]김명원 기자 = 우희종 더불어시민당 공동상임선대위원장이 14일 오전 서울 여의도 국회 제3회의장에서 열린 더불어민주당-더불어시민당 합동 선거대책위원회에 참석해 발언하고 있다. 2020.04.14. kmx1105@newsis.com
[서울=뉴시스] 한주홍 기자 = 우희종 더불어시민당 대표는 2일 부동산 실명제 위반 의혹 등이 불거진 자당 소속 양정숙 비례대표 당선인 논란에 대해 ""이번 건에 있어서 더시민은 오히려 칭찬을 들어도 된다고 생각한다""고 밝혔다.

우 대표는 이날 페이스북에 글을 올려 이같이 밝히며 ""인지한 때부터 확실한 근거를 확인, 확보하기 위해 당의 조사위원들은 절차에 따라 최선을 다해 노력했다. 민주당 측 후보라고 포장이나 축소 내지 회피하려 하지 않았다""고 강조했다.

우 대표는 ""과거 우리사회에서는 아이들이 싸우면 잘잘못을 떠나 무조건 집 어른이 사과하는 모습이 있었다""며 ""좋은 것이 좋다는 식의 미풍양속일 수는 있으나, 잘잘못 따지지 않고 웃어른이 사과하는 모습에는 전형적인 가부장적 사고방식이 작동하고 있다""고 주장했다.

그러면서 ""정치인들은 상대방의 지적이 엉망이더라도 웃으면서 미안하다고 사과하는 게 과거로부터 기본""이라며 ""그건 상대의 격한 감정에 일단 공감한 후 차분히 이야기를 들으려는 노력이 아니라, 상대방 주장은 이미 들을 것이 없다고 생각하면서 짓는 영혼없는 웃음에 불과하다""고 했다.

우 대표는 ""구태의 여의도 정치 언어에 익숙하거나 가부장적 사고가 익숙한 이들은 대표나 당이 무조건 사과하는 것을 선호한다""며 ""가부장적 사유는 이제 바뀌어야 한다""고 강조했다.

그는 ""제대로 된 이가 국회에 가야 한다는 마음 하나로 진지하게 시간을 들여 열심히 노력해 준 더시민 조사위원들, 기꺼이 더시민 조사에 협조해 주고 책임을 전가하기보다는 사과하고 입장을 분명히 해 준 민주당에게도 감사드린다""고 덧붙였다.

☞공감언론 뉴시스 hong@newsis.com

▶ 네이버에서 뉴시스TV 구독하기
▶ K-Artprice, 유명 미술작품 가격 공개
▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기

<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>"
6,"우희종 “‘부동산 의혹’ 양정숙 건, 시민당 오히려 칭찬 들어야”","4년간 재산이 43억원이 증가하며 ‘부동산 의혹’이 불거진 더불어시민당 소속 양정숙 비례대표 당선인 논란에 대해 시민당 우희종 공동대표는 “이번 건에 있어서 더시민은 오히려 칭찬을 들어도 된다고 생각한다”고 2일 밝혔다.

더불어민주당 이인영 원내대표(왼쪽)와 더불어시민당 양정숙 비례대표 당선인이 지난달 28일 국회에서 열린 당내 ‘경제를 공부하는 국회의원 모임’에서 이야기하고 있다. 연합뉴스
우 대표는 이날 자신의 페이스북을 통해 “양정숙 당선자 문제가 불거지자 ‘(당이) 무조건 사과하라’는 입장을 보면서 10여년 전 과거 있었던 한국 영주권자의 학내 총격 사건에 대한 한국인 사회의 사과 모습이 떠올랐다“고 말했다. 미국 버지니아공대 총기 난사 사건의 범인이 한국인 조승희로 밝혀지자 한국 사회 전체가 범죄 당사자가 아니었음에도 죄의식을 갖고 사과했던 모습을 양 당선인과 시민당과의 관계에 빗댄 것으로 풀이된다.

우 대표는 그러면서 “과거 우리사회에서는 아이들이 싸우면 잘잘못을 떠나 무조건 집 어른이 사과하는 모습이 있었다”며 “좋은 것이 좋다는 식의 미풍양속일 수는 있으나, 잘잘못 따지지 않고 웃어른이 사과하는 모습에는 전형적인 가부장적 사고방식이 작동하고 있다”고 했다.

우 대표는 “구태의 여의도 정치 언어에 익숙하거나 가부장적 사고가 익숙한 이들은 대표나 당이 무조건 사과하는 것을 선호한다”며 “개인의 총격 사건을 단지 한국인이라는 것만으로 한국인이 사과하는 문화에 대하여 논의가 있었듯이 이제 가부장적 사유는 바뀔 때가 되지 않았을까”라고 지적했다.

더불어시민당 우희종 공동대표가 지난달 29일 오후 서울 여의도 더불어시민당사에서 열린 최고위원회의에 참석하고 있다. 뉴스1
이어 ”물론 사건의 범위와 깊이 혹은 사건을 풀어가는 집단의 모습에 따라서는 대표가 사과하거나 책임질 일은 분명 있다”면서도 ”허나 이번 건에 있어서 결론부터 말하면 더불어시민당은 오히려 칭찬을 들어도 된다고 생각한다”고 강조했다. 양 당선인의 ‘부동산 의혹’에 대해 그를 공천하고 비례대표 자격을 준 더불어민주당과 시민당이 공식 사과해야 한다는 야당 등 정치권 일각의 주장에 대한 반박으로 보인다.

우 대표는 ”(시민당은) 인지한 때부터 확실한 근거를 확인, 확보하기 위해 당의 조사위원들은 절차에 따라 최선을 다해 노력했고, 일방적으로 한쪽 말만 듣고 가볍게 행동하지 않았으며 법 양식과 논리에 익숙한 상대방을 대상으로 열심히 진상을 규명했다”며 “민주당 측 후보라고 포장이나 축소 내지 회피하려 하지 않았다”고 설명했다.

그러면서 “이 자리를 빌어 제대로 된 이가 국회에 가야 한다는 마음 하나로 그리 진지하게 시간 들여 열심히 노력해 준 더불어시민당 조사위원들, 그리고 기꺼이 더시민당 조사에 협조해 주고 또한 책임을 전가하기보다는 사과하고 입장을 분명히 해 준 민주당에게도 감사드린다”고 말했다.

한편 정치권 일각에선 “총선 전에 시민당이 양 당선자 문제를 알고도 넘어가며 부실 공천을 했다는 의혹에 책임을지고 사과하는 게 마땅하다”는 비판도 여전히 나오고 있다.

나진희 기자 najin@segye.com



ⓒ 세상을 보는 눈, 세계일보"
7,"우희종, '부동산 차명거래' 양정숙 논란에 ""사과? 오히려 칭찬 들어야""","우희종 더불어시민당 공동상임선대위원장이 14일 서울 여의도 국회에서 열린 더불어민주당·더불어시민당 합동 선대위회의에서 모두발언을 하고 있다.
[파이낸셜뉴스] 더불어민주당 비례정당인 더불어시민당 우희종 공동대표는 2일 시민당 비례대표 후보로 21대 총선에서 당선된 양정숙 당선자의 부동산 차명거래 및 세금 탈루 의혹과 관련 ""이번 건에 있어 시민당은 오히려 칭찬을 들어도 된다고 생각한다""고 주장했다.

우 공동대표는 이날 자신의 SNS(사회관계망서비스)에 글을 올려 ""인지한 때부터 확실한 근거를 확인, 확보하기 위해 당의 조사위원들은 절차에 따라 최선을 다해 노력했고, 일방적으로 한 쪽 말만 듣고 가볍게 행동하지 않았으며 법 양식과 논리에 익숙한 상대방을 대상으로 열심히 진상을 규명했다""며 이같이 밝혔다. 민주당과 시민당이 양 당선자 논란에 대해 무조건 사과를 하는 대신 당 차원에서 제명과 검찰고발 등 적극 대처하고 있다는 점을 강조한 것이다.

변호사 출신인 양 당선자는 21대 총선을 앞두고 중앙선거관리위원회에 지난 2016년보다 무려 43억원 늘어난 92억원의 재산을 신고했다. 이에 동생 명의로 아파트를 매입해 세금을 탈루했다는 의혹이 일었다. 시민당은 논란이 확산되자 양 당선자를 지난달 29일 제명 의결하고, 부동산실명제 및 공직선거법 위반 등의 혐의로 형사 고발하기로 했다. 양 당선자는 공직선거법 위반 혐의로 벌금 100만원 이상의 형이 확정되면 당선자 자격 또는 의원직을 상실한다.

우 공동대표는 ""양정숙 당선자 문제가 불거지자 무조건 사과하라는 입장을 보면서 10여년 전 과거 있었던 한국 영주권자의 학내 총격사건에 대한 한국인 사회의 사과 모습이 떠올랐다""면서 ""과거 우리사회에서는 아이들이 싸우면 잘잘못을 떠나 무조건 집 어른이 사과하는 모습이 있었다. '좋은 것이 좋다'는 식의 미풍양속일 수는 있으나, 잘잘못 따지지 않고 웃어른이 사과하는 모습에는 전형적인 가부장적 사고방식이 작동하고 있다""고 언급했다.

우 공동대표는 ""민주당 측 후보라고 포장이나 축소 내지 회피하려 하지 않았다""면서 ""이 자리를 빌어 제대로 된 이가 국회에 가야 한다는 마음 하나로 그리 진지하게 시간들여 열심히 노력해 준 더불어시민당 조사위원들, 그리고 기꺼이 더시민당 조사에 협조해 주고 또한 책임을 전가하기보다는 사과하고 입장을 분명히 해 준 민주당에게도 감사드린다. 과거의 여의도 구태 정치문법은 서서히 변하고 있다""고 했다.

mkchang@fnnews.com 장민권 기자

▶ 헉! 소리나는 [헉스] ▶ '너 그거 아니?' [두유노우]
▶ 지금 파이낸셜뉴스 채널 구독하고 경품 GET!

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
8,"'양정숙 논란' 사과하라고? 우희종 ""오히려 칭찬들어야""","더불어민주당 이해찬 대표(왼쪽)와 더불어시민당 우희종 대표./조선닷컴DB


더불어민주당의 비례당인 더불어시민당 우희종 대표가 2일 부동산 실명제 위반 등의 논란을 일으킨 자당 소속 양정숙 당선자와 관련해 “오히려 칭찬을 받아야 한다”고 말했다.

양 당선자와 관련한 문제를 은폐하지 않고 곧바로 제명 처리하는 등 빠르게 후속 조치를 한 것에 대해 칭찬받아야 한다는 의미로 해석된다.

양 당선자는 아파트 등 5채 등을 가지고 있고 일부 부동산 거래 과정에서 명의신탁을 했다는 논란이 일어 제명당했다. 양 당선자는 민주당이 공천하고 시민당으로 파견보낸 인사다. 민주당 이해찬 대표도 부실 검증 등을 인정하고 총선 후 이와 관련해 사과했다.

하지만 우 대표는 “무조건 사과하라는 입장을 보면서 10여년 전 과거 있었던 한국 영주권자의 학내 총격사건에 대한 한국인 사회의 사과 모습이 떠올랐다”고 했다.

그러면서 “아이들이 싸우면 잘잘못을 떠나 무조건 집 어른이 사과하는 모습이 있었다”며 “미풍양속일 수는 있으나, 잘잘못 따지지 않고 웃어른이 사과하는 모습에는 전형적인 가부장적 사고방식”이라고 했다.

우 대표는 “우리는 민주당 측 후보라고 포장이나 축소 내지 회피하려 하지 않았다”며 “기꺼이 더시민당 조사에 협조해 주고 또한 책임을 전가하기보다는 사과하고 입장을 분명히 해 준 민주당에게도 감사드린다. 과거의 여의도 정치문법은 서서히 변하고 있다”고 했다.

그러나 야권 관계자는 “총선 전에 양 당선자 문제를 알고도 일단 넘어가고 부실 공천을 했다는 데 대해 사과하는 게 마땅하다”고 했다.

[김아진 기자 dkwls82@chosun.com]




▶ 바뀐 우리집 공시가 확인하기
▶ 네이버에서 조선일보 받아보기
▶ 조선일보 구독 신청하기

- Copyrights ⓒ 조선일보 & chosun.com, 무단 전재 및 재배포 금지 -"
9,"우희종 ""양정숙 제명 사과? 오히려 칭찬 들어야""","우희종 ""우리 후보라고 축소하지 않고 처리""
통합당 ""오만한 발언""
정의당 ""부실검증 책임져야""
27일 서울 여의도 국회에서 열린 더불어민주당-더불어시민당 제21대 국회의원 초선 당선자 워크숍에 더불어시민당 양정숙 비례대표 국회의원 당선자가 입장하고 있다. 사진=연합뉴스

우희종 더불어시민당(이하 시민당) 대표는 양정숙 비례대표 당선인을 제명한 것에 대해 ""이번 건에 있어서 시민당은 오히려 칭찬을 들어도 된다고 생각한다""고 했다.

시민당 윤리위원회는 지난달 28일 양 당선인의 부동산 명의신탁 의혹과, 정수장학회 출신 모임의 임원을 맡았다는 의혹 등이 당헌·당규 위반과 당의 품위 훼손 사유에 해당한다며 제명을 결정했다. 향후 재심을 비롯한 잔여 절차까지 마무리되면 제명은 최종 확정된다.

우 대표는 2일 페이스북을 통해 ""인지한 때부터 확실한 근거를 확인, 확보하기 위해 당의 조사위원들은 절차에 따라 최선을 다해 노력했다. 민주당 측 후보라고 포장이나 축소 내지 회피하려 하지 않았다""고 했다.

그러면서 ""제대로 된 이가 국회에 가야 한다는 마음 하나로 진지하게 시간을 들여 열심히 노력해 준 시민당 조사위원들, 기꺼이 시민당 조사에 협조해 주고 책임을 전가하기보다는 사과하고 입장을 분명히 해 준 민주당에게도 감사드린다""고 덧붙였다.

우 대표 발언에 대해 김성원 미래통합당 대변인은 ""자신들이 무엇을 잘못했는지조차 모르고 국민을 무시하고 오만한 처사""라고 비판했다.

유상진 정의당 대변인도 ""부실검증에 대해서는 마지막까지 책임을 지는 모습을 보여야 한다""고 지적했다.

김명일 한경닷컴 기자 mi737@hankyung.com



▶ 네이버에서 한국경제 뉴스를 받아보세요
▶ 한경닷컴 바로가기 ▶ 모바일한경 구독신청

ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
