,title,body
0,시세 확인·대출 조회…은행 '부동산 플랫폼' 잘나가는 이유,"은행도 부동산으로… 전용 ‘플랫폼’ 경쟁 불붙다/선두주자 KB ‘리브온’에 우리 ‘위비홈즈’ 도전장/전세·매매 아파트 단지 정보부터/ 부족한 자금·대출한도까지 조회/ KB, 7개월간 2200건 대출 이어져/ 우리, 고객 원하면 방문 상담도/ 신한·하나도 경쟁대열 합류 준비/“위험 줄이며 자금수요 유입 기대”
직장인 5년차 A(34)씨는 시중은행의 ‘부동산 전용 플랫폼’ 애플리케이션을 통해 전세 매물을 살펴보고 있다. 기존 전세계약이 내년 만료돼 현 거주지 근처에서 더 저렴한 전셋집을 찾기 위해서다. 그는 매물을 확인한 뒤 여유자금과 필요한 대출금액도 일일이 조회하고 있다. 그는 “플랫폼을 통해 부족한 자금과 대출한도까지 조회할 수 있어 편리하다”고 말했다.

주요 시중은행들이 스마트폰과 인터넷을 활용한 부동산 전용 플랫폼 경쟁에 속속 뛰어들고 있다. 지난해 8월 KB국민은행이 부동산 전용 플랫폼 ‘KB부동산 리브온’을 출시한 후 1일 우리은행도 ‘위비홈즈’를 선보였다. 신한은행도 이달 중 출시할 ‘슈퍼앱’에 부동산 원스톱 플랫폼을 탑재할 계획이다. KEB하나은행도 올해 중 부동산 전용 플랫폼 출시를 검토 중이다.

이날 우리은행은 부동산 전용 플랫폼 ‘위비홈즈’를 출시했다고 밝혔다. 위비홈즈는 약 3만개의 아파트단지 정보와 부동산 대출상담 서비스 등을 제공할 뿐만 아니라 한국감정원 등을 통해 가격정보도 확인할 수 있다. 우리은행의 또 다른 모바일 플랫폼과 연계돼 주택담보·전세자금대출 상담도 가능하고 고객이 원할 경우 대출상담사가 직접 찾아간다.

부동산 전용 플랫폼을 가장 먼저 출시한 곳은 국민은행이다. 국민은행은 지난해 8월 기존 부동산 플랫폼 ‘KB부동산’(2017년 5월 출시)을 ‘리브온’으로 변경하고 기능을 강화했다. KB시세를 이용해 보유 예산과 원하는 조건에 맞는 매물을 보여주고 대출 가능 금액과 대출금리, 매달 상환 금액 등도 조회할 수 있도록 했다. 국민은행은 지난해 12월 ‘리브온’에 상업용 빌딩 매물도 추가했다.

은행들이 자체적인 부동산 전용 플랫폼을 내놓고 있는 이유는 플랫폼 수익 때문이 아니다. 플랫폼에서 부동산 정보를 확인한 고객들이 대출 등 금융서비스를 받도록 유도하기 위해서다. 이날까지 리브온앱 설치 건수(KB부동산 포함)는 58만건이고 이 중 약 2200건이 대출로 이어졌다. 또 은행들은 이 대출 고객들이 자산관리 등 다른 서비스를 이용하도록 연계한다는 목표다.

스마트폰·인터넷에 익숙한 20∼40대를 중심으로 전세자금대출 수요가 늘고 있는 점도 은행들이 스마트폰 등을 통한 전용 플랫폼에 집중하는 이유다. 지난해 12월 기준 주요 시중은행(신한·KB국민·KEB하나·우리·NH농협은행)의 전세자금대출 잔액은 45조6926억원으로 2016년 1월 대비 21조4748억원(88.7%) 증가했다. 한 시중은행 관계자는 “전세자금대출 시장은 당국이 규제하는 부동산 투기와 거리가 있고 은행으로서도 손실 위험이 작은 만큼 앞으로 더 중요해질 영업시장”이라며 “부동산 전용 플랫폼을 통해 이 수요를 끌어올 수 있을 것”이라고 말했다.

후발주자들도 부동산 전용 플랫폼 시장에 뛰어들 채비를 갖추고 있다. 당장 신한은행은 이달 중 출시할 슈퍼앱에 부동산 원스톱 플랫폼을 구축할 계획이다. 고객들이 별도의 부동산 앱 없이 매물탐색부터 대출 부가서비스까지 이용토록 할 예정이다. 아파트뿐 아니라 빅데이터에 기반한 연립·다세대주택 시세 조회가 가능하고 부동산 직거래와 인테리어, 이사 등 부동산 거래과정에서 발생하는 서비스를 처리할 수 있다.

하나은행도 연내에 별도의 부동산 전용 플랫폼을 출시하는 방안을 검토하고 있다. 하나은행은 지난해 11월 부동산 정보 제공업체 ‘호갱노노’와 제휴를 맺고 ‘찾아가는 대출 상담 서비스’를 실시하고 있다. 호갱노노 이용자가 인터넷이나 스마트폰을 통해 대출 희망 일자·기간·금액 등을 입력하면 직원이 직접 찾아가 상담을 해준다. 농협은행도 지난해 7월부터 자체 모바일 플랫폼 ‘올원뱅크’에 소규모 공동주택을 찾아주는 서비스를 시작했다.

염유섭 기자 yuseoby@segye.com


ⓒ 세상을 보는 눈, 글로벌 미디어 세계일보"
1,"우리銀, 부동산 종합정보 플랫폼 '위비홈즈' 출시","우리은행은 아파트 단지 정보와 부동산 개발 정보, 부동산 대출상담 서비스 등을 제공하는 부동산 종합정보 플랫폼 ‘위비홈즈’를 출시했다고 1일 밝혔다.

위비톡과 위비뱅크, 위비멤버스에서 이용할 수 있는 위비홈즈는 아파트 단지 정보와 시세 정보, 부동산 개발예정 정보, 부동산 투자자문 서비스, 부동산 대출상담 서비스, 청약저축 가입, 이사 견적 서비스 등을 제공한다.

매도호가와 실거래가, KB시세, 한국감정원시세 등 다양한 시세 정보를 제공하며 정부의 부동산 정책 발표에 따른 아파트 가격 변화도 그래프로 제공한다. 부동산 개발예정 정보를 통해 해당 지역이나 단지의 재건축·재개발 여부, 대형 상업시설 개발, 지하철역 신설 등 아파트 가격에 영향을 줄 수 있는 정보도 제공한다.

우리은행 제공

위비홈즈를 통해 검색된 아파트는 위비톡을 통해 주택담보대출이나 전세자금대출 상담을 받을 수 있다. 대출 상담 후에는 영업점 방문을 예약할 수 있고, 대출 상담사가 직접 찾아오는 출장 서비스도 이용할 수 있다. 위비홈즈에서는 상업용 부동산(빌딩) 투자 자문과 세무 상담을 받을 수 있다. 이사 견적내기부터 결제까지 가능한 '이사특화몰'도 있다.

우리은행은 위비홈즈 이용 고객을 대상으로 '올 뉴 우리 위비홈즈' 이벤트를 진행한다. 4월 말까지 위비홈즈의 MY아파트 서비스를 등록한 고객 중 선착순 1000명에게 스타벅스 커피쿠폰을 지급하고, 홈즈 대출 상담을 이용한 고객 중 11명을 추첨해 삼성 스마트냉장고(1명)와 LG트롬 스타일러(2명) 등을 지급한다.

우리은행 관계자는 “위비홈즈는 부동산과 관련된 모든 정보와 서비스를 한곳에 모은 종합 부동산 플랫폼”이라면서 “보다 차별화된 부동산 관련 정보를 제공하기 위해 노력할 계획”이라고 말했다.

[이승주 기자 sj@chosunbiz.com]



chosunbiz.com"
2,"우리은행, 부동산 종합정보 플랫폼 '위비홈즈' 출시 기념 이벤트","우리은행은 부동산 종합정보 플랫폼 '위비홈즈'를 출시했다고 1일 밝혔다.

'위비홈즈'는 아파트 단지 정보, 시세 정보, 부동산 개발예정 정보, 부동산 투자자문 서비스, 부동산 대출상담 서비스, 청약저축 가입, 이사 견적 서비스 등을 제공하며, 위비톡, 위비뱅크, 위비멤버스에서 이용가능하다. 매도호가, 실거래가, KB시세, 한국감정원시세 등 다양한 시세 정보를 제공하고, 정부의 부동산정책 발표에 따른 아파트 가격 변동 내용도 그래프로 제공한다. 비즈니스모델로 특허 출원 된 '부동산 개발예정 정보'를 통해 재건축/재개발, 대형 상업시설 개발, 지하철역 신설 등 향후 아파트 가격에 영향을 줄 수 있는 정보도 서비스한다.

또 위비홈즈를 통해 검색된 아파트는 위비톡을 통해 즉시 주택담보대출/전세자금대출 상담이 가능하고, 대출상담 후 영업점 방문을 예약하거나, 대출상담사가 직접 찾아가는 출장서비스도 이용가능하다. 이 밖에도 상업용 부동산(빌딩) 투자 자문 및 세무상담이 가능하고, 간편견적에서 결제까지 가능한 이사특화몰을 부동산플랫폼 최초로 탑재했다.

한편, 우리은행은 위비홈즈 이용 고객을 대상으로 '올 뉴 우리 위비홈즈' 이벤트를 실시한다. 4월 말까지 위비홈즈의 MY아파트 서비스를 등록한 고객 중 선착순 1000명에게 스타벅스 커피쿠폰을 지급하고, 홈즈대출상담을 이용한 고객 중 11명을 추첨해 삼성스마트냉장고(1명), LG트롬스타일러(2명) 등을 지급한다.
김소형기자 compact@sportschosun.com

[스포츠조선 바로가기] [스포츠조선 페이스북]
- Copyrightsⓒ 스포츠조선(http://sports.chosun.com/), 무단 전재 및 재배포 금지"
3,"우리銀, 부동산 종합정보 플랫폼 ‘위비홈즈’ 출시","(사진=우리은행)
[이데일리 전상희 기자] 우리은행은 아파트 단지 정보, 부동산 개발예정 정보, 부동산 대출상담 서비스 등을 제공하는 부동산 종합정보 플랫폼 ‘위비홈즈’를 출시했다고 1일 밝혔다.

‘위비홈즈’는 아파트 단지 정보, 시세 정보, 부동산 개발예정 정보, 부동산 투자자문 서비스, 부동산 대출상담 서비스, 청약저축 가입, 이사 견적 서비스 등을 제공하며, 위비톡, 위비뱅크, 위비멤버스에서 이용가능하다. 매도호가, 실거래가, KB시세, 한국감정원시세 등 다양한 시세 정보를 제공하고, 정부의 부동산정책 발표에 따른 아파트 가격 변동 내용도 그래프로 제공한다. 비즈니스모델로 특허 출원 된 ‘부동산 개발예정 정보’를 통해 재건축/재개발, 대형 상업시설 개발, 지하철역 신설 등 향후 아파트 가격에 영향을 줄 수 있는 정보도 서비스한다.

또 위비홈즈를 통해 검색된 아파트는 위비톡을 통해 즉시 주택담보대출·전세자금대출 상담이 가능하고, 대출상담 후 영업점 방문을 예약하거나, 대출상담사가 직접 찾아가는 출장서비스도 이용가능하다. 이 밖에도 상업용 부동산(빌딩) 투자 자문 및 세무상담이 가능하고, 간편견적에서 결제까지 가능한 이사특화몰을 부동산플랫폼 최초로 탑재했다.

우리은행은 위비홈즈 이용 고객을 대상으로 ‘올 뉴 우리 위비홈즈’ 이벤트를 실시한다. 4월 말까지 위비홈즈의 MY아파트 서비스를 등록한 고객 중 선착순 1000명에게 스타벅스 커피쿠폰을 지급하고 홈즈대출상담을 이용한 고객 중 11명을 추첨해 삼성스마트냉장고(1명), LG트롬스타일러(2명) 등을 지급한다.

우리은행 관계자는 “위비홈즈는 부동산과 관련된 모든 정보와 서비스를 한곳에 모은 종합 부동산 플랫폼”이라면서 “보다 차별화된 부동산 관련 정보를 제공하기 위해 노력할 계획”이라고 말했다.

전상희 (jeonsh@edaily.co.kr)

▶[가상화폐 열풍] 시장분석과 투자 정보를 한눈에...
▶[네이버 채널]에서 ‘이데일리’ 구독하기 | ▶[카카오톡] 플친 맺기~♥


＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
4,우리은행 부동산 플랫폼 '위비홈즈' 출시...대출 상담까지 원스톱,"우리은행은 부동산 종합정보플랫폼 ‘위비홈즈’를 출시했다고 1일 밝혔다. ‘위비홈즈’는 아파트 단지 정보, 시세, 부동산 개발예정 정보, 부동산 투자자문 서비스, 부동산 대출상담 서비스, 청약저축 가입, 이사 견적 서비스 등을 제공하며 위비톡, 위비뱅크, 위비멤버스에서 이용할 수 있다.


우리은행은 부동산 종합정보플랫폼 ‘위비홈즈’를 출시했다고 1일 밝혔다. ‘위비홈즈’는 아파트 단지 정보, 시세 정보, 부동산 개발예정 정보, 부동산 투자자문 서비스, 부동산 대출상담 서비스, 청약저축 가입, 이사 견적 서비스 등을 제공하며 위비톡, 위비뱅크, 위비멤버스에서 이용가능하다.

매도호가, 실거래가, KB시세, 한국감정원시세 등 다양한 시세 정보를 제공하고 정부의 부동산 정책 발표에 따른 아파트 가격 변동 내용도 그래프로 제공한다. 비즈니스모델로 특허 출원된 ‘부동산 개발예정 정보’를 통해 재건축,재개발, 대형 상업시설 개발, 지하철역 신설 등 향후 아파트 가격에 영향을 줄 수 있는 정보도 볼 수 있다.

또 위비홈즈를 통해 검색된 아파트는 위비톡을 통해 즉시 주택담보대출과 전세자금대출 상담이 가능하고 대출 상담 후 영업점 방문을 예약하거나, 대출상담사가 직접 찾아가는 출장서비스도 이용가능하다. 이 밖에도 상업용부동산(빌딩) 투자 자문 및 세무상담이 가능하고, 간편견적에서 결제까지 가능한 이사특화몰을 부동산플랫폼최초로 탑재했다.

한편 우리은행은 위비홈즈 이용 고객을 대상으로 '올 뉴 우리 위비홈즈' 이벤트를 실시한다. 4월 말까지 위비홈즈에 마이(MY) 아파트 서비스를 등록한 고객 중 선착순 1000명에게 스타벅스 커피쿠폰을 지급하고 홈즈대출상담을 이용한 고객 중 11명을 추첨해 삼성스마트냉장고(1명), LG트롬스타일러(2명) 등을 준다.

우리은행 관계자는 “위비홈즈는 부동산과 관련된 모든 정보와 서비스를 한곳에 모은 종합 부동산 플랫폼”이라면서 “보다 차별화된 부동산 관련 정보를 제공하기 위해 노력할 계획”이라고 말했다.

wild@fnnews.com 박하나 기자

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
5,부동산 열기 식어가나…주택담보대출 `주춤`,"1월 시중은행 주담대 증가폭, 9개월 만에 `최저 수준` 기록
집단대출은 11개월 만에 하락

지난달 시중은행의 주택담보대출 증가폭이 꺾인 것으로 나타났다. 겨울 비수기 영향도 있지만 작년 1월에 비해 증가폭이 꺾여 대출규제 영향을 받은 것으로 분석됐다.

2일 금융권에 따르면 KB국민·신한·우리·KEB하나·NH농협 등 5개 주요 시중은행의 올해 1월 말 기준 주택담보대출 잔액은 전월보다 9565억원 늘어난 378조7537억원으로 집계됐다. 지난해 4월(6784억원) 이후 9개월 만에 가장 낮은 증가폭이다.

2016년 1월 말 332조7825억원 수준이었던 시중은행 주택담보대출 잔액은 2016년 대출이 폭발적으로 증가해 12월 말에는 362조7093억원에 달했다. 지난해에는 연초 증가폭이 다소 줄었지만 6월부터 다시 매달 2조원가량 늘어 지난해 말 잔액이 377조7872억원을 기록했다.

아파트 분양 후 중도금 대출 등을 통한 개인집단대출 규모는 전월보다 줄었다. 지난달 시중은행 5곳의 개인집단대출 잔액은 총 117조1413억원이었다. 이는 지난해 12월보다 898억원 감소한 것이다. 개인집단대출 잔액이 전월 대비 줄어든 것은 지난해 2월 5691억원이 감소한 후 11개월 만이다.

금융당국 관계자는 ""8·2 부동산 대책 등 지난해 발표된 정부 대출규제의 영향으로 분석된다""며 ""정확한 통계는 추가로 정리해봐야겠지만 1월 주요 시중은행 주택담보대출은 전년 동월 대비로도 증가폭이 줄어들 것으로 보인다""고 말했다. 12월과 1월 사이 계절적 요인을 제거한 전년 동월 대비로 통계로도 규제 효과가 나타나기 시작했다는 얘기다.

정부는 지난해 8·2 부동산 대책을 통해 투기과열지구와 투기지역을 지정한 뒤 주택담보대출비율(LTV)·총부채상환비율(DTI) 한도를 모두 40%로 대폭 낮췄다.

10·24 가계부채 종합대책에서는 다주택자의 추가 대출을 막기 위한 신(新)DTI를 발표했다. 지난달 31일부터 시행된 신DTI에 이어 하반기에는 신용대출과 마이너스통장까지 모두 산정하는 총부채원리금상환비율(DSR) 규제도 시행될 예정이다. 금융감독원은 신DTI 시행에 맞춰 이달 중순께 집값 상승세가 두드러진 강남 4구 은행 영업소에 집중 점검을 나갈 예정이다. LTV·DTI 규제를 피하기 위한 편법대출, 신DTI 준수 여부 등을 점검하기 위해서다.

[이승윤 기자]

▶뉴스 이상의 무궁무진한 프리미엄 읽을거리
▶아나운서가 직접 읽어주는 오늘의 주요 뉴스
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
6,부동산 열기 사그라들었나…주택담보·개인집단대출 '주춤',"'분양시장 척도' 집단대출 11개월만에 감소…부동산 규제에 겨울 비수기 겹쳐

(서울=연합뉴스) 박의래 김경윤 기자 = 정부가 주택담보대출비율(LTV) 규제부터 다주택자 양도세 중과, 보유세 카드까지 꺼내 들며 전방위 부동산 옥죄기에 나선 지 수개월 만에 주택담보대출 증가세가 주춤하는 모습을 보였다.

[연합뉴스TV 제공]


2일 금융권에 따르면 KB국민·신한·우리·KEB하나·NH농협 등 5개 주요 시중은행의 올해 1월 말 기준 주택담보대출 잔액은 전월보다 9천565억원 늘어난 378조7천537억원으로 집계됐다.

증가 폭은 지난해 4월(6천784억원) 이후 9개월 만에 가장 작았다.

시중은행 주택담보대출 잔액은 2016년 1월 말까지만 하더라도 332조7천825억원 수준이었지만, 2016년 한 해 동안 대출 규모가 빠르게 늘면서 12월 말에는 362조7천93억원에 육박했다.

지난해 들어서는 연초 다소 줄었다가 6월부터 다시 매달 2조원 가량 늘어 지난해 말에는 377조7천872억원을 기록했다.

아파트 분양 후 중도금 대출 등을 통한 개인집단대출 규모는 전월보다 줄었다.

지난달 시중은행 5곳의 개인집단대출 잔액은 총 117조1천413억원이었다. 이는 지난해 12월보다 898억원 감소한 것이다.

개인집단대출 잔액이 전월 대비 줄어든 것은 지난해 2월 5천691억원 감소한 후 11개월 만이다.

주택담보대출과 개인집단대출 등 부동산 관련 대출 증가세가 주춤한 것은 그간 정부가 추진해 온 각종 부동산 규제가 영향을 미친 것으로 풀이된다.

정부는 지난해 8·2 부동산 대책을 통해 투기과열지구와 투기지역을 지정한 뒤 LTV(담보인정비율)·DTI(총부채상환비율) 한도를 모두 40%로 낮췄다. 당장 LTV와 DTI 한도가 낮아지면서 개인의 대출 가능 금액도 줄어들 수밖에 없게 됐다.

뒤이어 10·24 가계부채 종합대책으로 다주택자의 추가 대출을 막기 위한 신(新) DTI를 발표했다. 신 DTI는 지난달 31일부터 시행됐으며 신용대출과 마이너스통장까지 모두 산정하는 총체적상환능력비율(DSR)도 올 하반기 시행될 예정이다.

계절적인 이유도 있다. 1월은 겨울철이라 이사 수요가 적어 전통적으로 부동산 시장과 분양시장 비수기로 꼽힌다.

(서울=연합뉴스) 임헌정 기자 = 사진은 이날 서울의 한 시중은행 주택자금대출 창구. 2018.1.3
kane@yna.co.kr


가계대출에서 큰 비중을 차지하는 주택담보대출과 개인집단대출 증가 폭이 둔화하거나 꺾이면서 가계대출 총액도 소폭 늘어나는 데 그쳤다.

1월 말 주요 시중은행의 가계대출 잔액은 전월보다 1조5천462억원 늘어난 529조8천541억원이었다.

지난해 8월과 11월 가계대출 잔액 증가폭이 각각 4조3천542억원, 4조6천509억원이었던 것을 고려하면 소폭 증가한 셈이다.

한편 이 기간 개인신용대출은 전월보다 6천812억원 늘어난 98조498억원, 개인사업자 대출은 1조1천419억원 증가한 202조1천682억원으로 집계됐다.

heeva@yna.co.kr

▶기사제보 및 문의

▶기자와 1:1 채팅  ▶최신 유행 트렌드"
7,부동산 열기 사그라들었나…주택담보·개인집단대출 '주춤',"정부가 주택담보대출비율(LTV) 규제부터 다주택자 양도세 중과, 보유세 카드까지 꺼내 들며 전방위 부동산 옥죄기에 나선 지 수개월 만에 주택담보대출 증가세가 주춤하는 모습을 보였습니다.

금융권에 따르면 KB국민·신한·우리·KEB하나·NH농협 등 5개 주요 시중은행의 올해 1월 말 기준 주택담보대출 잔액은 전월보다 9천565억원 늘어난 378조7천537억원으로 집계됐습니다.

증가 폭은 지난해 4월(6천784억원) 이후 9개월 만에 가장 작았습니다.

시중은행 주택담보대출 잔액은 2016년 1월 말까지만 하더라도 332조7천825억원 수준이었지만, 2016년 한 해 동안 대출 규모가 빠르게 늘면서 12월 말에는 362조7천93억원에 육박했습니다.

지난해 들어서는 연초 다소 줄었다가 6월부터 다시 매달 2조원 가량 늘어 지난해 말에는 377조7천872억원을 기록했습니다.

아파트 분양 후 중도금 대출 등을 통한 개인집단대출 규모는 전월보다 줄었습니다.

지난달 시중은행 5곳의 개인집단대출 잔액은 총 117조1천413억원이었습니다.

이는 지난해 12월보다 898억원 감소한 것입니다.

개인집단대출 잔액이 전월 대비 줄어든 것은 지난해 2월 5천691억원 감소한 후 11개월 만입니다.

주택담보대출과 개인집단대출 등 부동산 관련 대출 증가세가 주춤한 것은 그간 정부가 추진해 온 각종 부동산 규제가 영향을 미친 것으로 풀이됩니다.

정부는 지난해 8·2 부동산 대책을 통해 투기과열지구와 투기지역을 지정한 뒤 LTV(담보인정비율)·DTI(총부채상환비율) 한도를 모두 40%로 낮췄습니다.

당장 LTV와 DTI 한도가 낮아지면서 개인의 대출 가능 금액도 줄어들 수밖에 없게 됐습니다.

뒤이어 10·24 가계부채 종합대책으로 다주택자의 추가 대출을 막기 위한 신(新) DTI를 발표했습니다.

신 DTI는 지난달 31일부터 시행됐으며 신용대출과 마이너스통장까지 모두 산정하는 총체적상환능력비율(DSR)도 올 하반기 시행될 예정입니다.

계절적 요인도 있어서, 1월은 겨울철이라 이사 수요가 적어 전통적으로 부동산 시장과 분양시장 비수기로 꼽힙니다.

가계대출에서 큰 비중을 차지하는 주택담보대출과 개인집단대출 증가 폭이 둔화하거나 꺾이면서 가계대출 총액도 소폭 늘어나는 데 그쳤습니다.

1월 말 주요 시중은행의 가계대출 잔액은 전월보다 1조5천462억원 늘어난 529조8천541억원이었습니다.

지난해 8월과 11월 가계대출 잔액 증가폭이 각각 4조3천542억원, 4조6천509억원이었던 것을 고려하면 소폭 증가한 셈입니다.

 

송욱 기자(songxu@sbs.co.kr)

☞ [다시 뜨겁게! 2018평창 뉴스 특집 사이트] 올림픽을 더 재미있게!

☞ [나도펀딩] 밀양 병원 화재 사고로 고통받는 피해자들을 돕습니다.

※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지"
8,부동산규제 약발 받나…주담대 증가세 주춤,"1월 9565억↑…9개월만에 최소폭

정부가 지난해부터 부동산 규제에 총력을 다하는 가운데, 새해 들어 주택담보대출 증가세가 주춤한 것으로 나타났다.

2일 금융권에 따르면 올 1월 말 현재 KB국민ㆍ신한ㆍ우리ㆍKEB하나ㆍNH농협 등 5개 주요 시중은행의 주택담보대출 잔액은 378조7537억원으로 한 달 전보다 9565억원 늘어났다.

증가폭은 지난해 4월(6784억원) 이후 9개월 만에 가장 작았다.

2016년 1월 말 332조7825억원 수준이었던 시중은행 주택담보대출 잔액은 그해 12월 말 362조7093억원으로 뛰어올랐다.

지난해엔 연초 다소 줄었다가 6월부터 다시 매달 2조원 가량 늘어 연말에 377조7872억원을 기록했다. 주택담보대출의 증가세 둔화는 그간 정부가 내놓은 각종 부동산 규제가 영향을 미친 것으로 풀이된다.

정부는 지난해 8ㆍ2 부동산 대책을 통해 투기과열지구와 투기지역을 지정하고 LTV(담보인정비율)ㆍDTI(총부채상환비율) 한도를 모두 40%로 낮췄다. 10ㆍ24 가계부채 종합대책에서 발표된 다주택자의 추가 대출을 막기 위한 신(新) DTI는 지난달 31일부터 시행됐다. 올 하반기에는 총체적상환능력비율(DSR)이 시행될 예정이다.

계절적인 요인도 작용했다. 1월은 겨울철이라 이사 수요가 적어 전통적인 부동산 시장 비수기로 꼽힌다.

같은 이유로 아파트 분양 후 중도금 대출 등을 통한 개인집단대출도 감소로 전환했다.

지난달 시중은행 5곳의 개인집단대출 잔액은 총 117조1413억원으로 전월보다 898억원 줄어들었다. 작년 2월(-5691억원) 이후 11개월 만에 감소로 돌아선 것이다.

이에 따라 가계대출 총액도 소폭 늘어나는 데 그쳤다.

1월 말 주요 시중은행의 가계대출 잔액은 전월보다 1조5462억원 늘어난 529조8541억원이었다. 작년 8월과 11월엔 증가폭이 각각 4조3542억원, 4조6509억원을 기록한 바 있다.

강승연 기자/spa@heraldcorp.com

▶윤식당 그릇, 오덴세 아틀리에 한정 파격특가

▶헤럴드경제 채널 설정하기 ▶카카오플러스 친구맺기



- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
9,잇따른 부동산 규제 통했나.. 주택담보대출 증가세 주춤,"개인집단대출은 감소


정부가 주택담보인정비율(LTV) 규제 등 전방위적으로 부동산 시장 옥죄기에 나서면서 주택담보대출 증가세도 주춤하는 모습이다.

2일 금융권에 따르면 KB국민.신한.우리.KEB하나.NH농협 등 5개 주요 시중은행의 올해 1월말 기준 주택담보대출 잔액은 378조7537억원으로 전월보다 9565억원 늘었다. 증가 폭은 지난해 4월(6784억원) 이후 9개월 만에 가장 작은 수치다.

시중은행 주택담보대출 잔액은 지난해 연초에 다소 줄었다가 6월부터 매달 2조원 가량 늘어 지난해 말에는 377조7872억원을 기록했다.

아파트 분양 후 중도금 대출 등을 통한 개인집단대출 규모는 전월보다 줄었다.

올 1월말 기준 시중은행 5곳의 개인집단대출 잔액은 총 117조1413억원이었다. 이는 지난해 12월보다 898억원 감소한 것이다. 개인집단대출 잔액이 전월 대비 줄어든 것은 지난해 2월 5691억원 감소한 후 11개월 만이다.

주택담보대출과 개인집단대출 등 부동산 관련 대출 증가세가 주춤한 것은 그간 정부가 추진해 온 각종 부동산 규제가 영향을 미친 것으로 풀이된다.

정부는 지난해 8.2 부동산 대책을 통해 투기과열지구와 투기지역을 지정한 뒤 LTV(담보인정비율).DTI(총부채상환비율) 한도를 모두 40%로 낮췄다. 당장 LTV와 DTI 한도가 낮아지면서 개인의 대출 가능 금액도 줄어들 수밖에 없게 됐다.

뒤이어 10.24 가계부채 종합대책으로 다주택자의 추가 대출을 막기 위한 신 DTI를 발표했다. 신 DTI는 1월31일부터 시행됐으며 신용대출과 마이너스통장까지 모두 산정하는 총체적상환능력비율(DSR)도 올 하반기 시행될 예정이다.

가계대출에서 큰 비중을 차지하는 주택담보대출과 개인집단대출 증가 폭이 둔화하거나 꺾이면서 가계대출 총액도 소폭 늘어나는 데 그쳤다.

올 1월말 주요 시중은행의 가계대출 잔액은 전월보다 1조5462억원 늘어난 529조8541억원이었다. 지난해 11월 가계대출 잔액 증가폭이 4조6509억원이었던 것을 고려하면 증가폭이 줄었다.

hsk@fnnews.com 홍석근 기자

▶ 세상의 모든 골 때리는 이야기 'fn파스'
▶ 속보이는 연예뉴스 fn스타

※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지"
