,title,body
0,"부동산 보유세 개편안, 이번 주 윤곽 나올 듯","부동산 보유세 개편 권고안이 다음주에 확정된다. ⓒ데일리안DB

정부의 부동산 보유세 개편안이 이번 주 윤곽을 드러낼 전망이다.

오는 3일 대통령 정책기획위원회 산하 재정개혁특별위원회가 종합부동산세 세율과 공정시장가액 비율을 동시에 인상하면서 3주택자 이상을 중과세하는 방안을 최종권고할 것으로 예상된다. 이에 정부가 실제 어떤 방안을 채택할지 주목된다.

재정개혁특위는 3일 오후 2시 서울 광화문 이마빌딩 회의실에서 제2차 전체회의를 열고, 상반기 재정개혁 권고안을 심의·확정해 정부에 제출하겠다고 밝힌 바 있다.

재정개혁특위는 최종권고안에서 다주택자에 대한 양도소득세 중과와 유사하게 3주택자에 대해선 기본세율에 더해 추가세율을 가산하는 방식으로 중과할 가능성이 점쳐진다.

정부 관계자는 ""재정개혁특위의 최종권고안이 정부에 제출되면 정부는 이번주 내에 부동산 보유세 개편과 관련한 향후 계획을 밝힐 예정""이라고 말했다.

재정개혁특위의 최종권고안에는 3주택자 이상에 추가과세를 하는 방안이 담길 가능성이 있다.

현재 주택에 대한 종부세 체계는 과세기준금액이 다주택자 6억원, 1주택자 9억원이지만 과세표준과 세율은 모두 단일하다. 앞으로 3주택자 이상에 추가과세를 하려면 이를 이원화해야 할 것으로 보인다.

재정개혁특위는 종부세율을 최고 2.5%까지 올리면서 공정시장가액비율을 2∼10%p 상향 조정하는 시나리오를 최종권고안으로 검토하고 있다.

정부는 재정개혁특위 최종권고안을 7월 말 발표할 세제개편안과 중장기 조세정책 방향에 반영해 9월 정기국회를 통한 입법절차를 거쳐 내년부터 시행할 예정이다.

데일리안 스팟뉴스팀 (spotnews@dailian.co.kr)

ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
1,부동산 보유세 개편안 이번 주 윤곽 나오나,"종부세율↑·공시가액비율↑·3주택자 중과

정부의 부동산 보유세 개편안이 이번 주 윤곽을 드러낼 전망이다.

대통령 직속 정책기획위원회 산하 재정개혁특별위원회가 3일 종합부동산세의 세율과 공정시장가액 비율을 동시에 인상하면서 3주택자 이상을 중과세하는 방안을 최종 권고할 것으로 예상된다.

재정개혁특위는 최종권고안에서 다주택자에 대한 양도소득세 중과와 유사하게 3주택자에 대해선 기본세율에 더해 추가세율을 가산하는 방식으로 중과할 가능성이 점쳐진다.

재정개혁특위의 최종권고안에는 3주택자 이상에 추가과세를 하는 방안이 담길 가능성이 있다.

현재 주택에 대한 종부세 체계는 과세기준금액이 다주택자 6억원, 1주택자 9억원이지만 과세표준과 세율은 모두 단일하다. 앞으로 3주택자 이상에 추가과세를 하려면 이를 이원화해야 할 것으로 보인다.

다주택자에 대한 양도소득세 중과처럼 3주택자는 기본세율(양도차익에 따라 6∼42%)에 20%포인트 가산하는 방안이 채택될 수 있다.

재정개혁특위는 종부세율을 최고 2.5%까지 올리는 동시에 공정시장가액비율을 2∼10%포인트 상향 조정하는 시나리오를 최종권고안으로 유력하게 검토하고 있다.

공시지가가 올들어 빠르게 오른 점을 감안, 공정시장가액비율은 2∼5%포인트 조정하는 방안이 유력해 보인다. 이 경우 종부세수는 토지분을 포함해 총 1조원 안팎 늘어날 것으로 예상된다.

이 중 1주택자를 우대하는 네 번째 시나리오는 검토대상에서 제외하는 쪽으로 가닥이 잡혔다.

정부는 재정개혁특위 최종권고안을 7월 말 발표할 세제개편안과 중장기 조세정책 방향에 반영, 9월 정기국회를 통한 입법절차를 거쳐 내년부터 시행할 예정이다.

[디지털뉴스국]

▶뉴스 이상의 무궁무진한 프리미엄 읽을거리
▶아나운서가 직접 읽어주는 오늘의 주요 뉴스
[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
2,"캠코, 103억원 규모 국유부동산 공매·대부","(서울=연합뉴스) 한혜원 기자 = 한국자산관리공사(캠코)는 오는 2∼4일 총 103억원 규모 국유부동산 140건을 매각·대부한다고 1일 밝혔다.

신규 물건은 77건, 최초 매각·대부예정가보다 저렴한 물건은 63건이다.

국유부동산 공매는 소유권이 국가에 있어 근저당, 임대차 등 권리관계가 복잡하지 않은 것이 특징이다.

자세한 공고 사항은 온비드 홈페이지(www.onbid.co.kr) 또는 애플리케이션에서 확인할 수 있다.

◇ 주요 물건

(단위 : 천원)



hye1@yna.co.kr

▶2018 러시아 월드컵의 모든 것

▶뉴스가 보여요 - 연합뉴스 유튜브  ▶기사제보 및 문의"
3,"캠코, 103억원 규모 국유부동산 매각·대부","【부산=뉴시스】 제갈수만 기자 = 한국자산관리공사(캠코)는 오는 2일부터 4일까지 103억원 규모, 총 140건의 국유부동산을 온비드를 통해 매각·대부한다고 1일 밝혔다.

캠코는 활용도가 높은 국유부동산을 선별해 매주 온비드를 통해 매각·대부를 실시한다. 국유부동산 공매는 소유권이 국가에 있어 근저당, 임대차 등 권리관계가 복잡하지 않다는 장점이 있다.

이번 공개입찰의 경우 신규 물건 77건 및 최초 매각·대부예정가보다 저렴한 물건이 63건 포함됐다.

매각·대부예정가격 이상의 최고가 입찰자가 낙찰자로 선정되며, 최고가 낙찰자가 복수일 경우 무작위 추첨을 통해 선정된다.

자세한 공고 사항은 온비드 홈페이지(www.onbid.co.kr) 또는 앱을 통해 확인할 수 있다.

jgsm@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 뉴시스 SNS [페이스북] [트위터]

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
4,[지평선] 왠지 억울한 부동산 공시가격,"토지나 주택에는 확고한 가격이 있을 수 없다. 비슷한 물건이 비슷한 시기에 매매돼도 가격은 차이가 나게 마련이다. 그래서 정부는 과세 편의 등을 위해 기준가격을 조사ㆍ책정해 공시한다. 국토교통부는 토지가격인 ‘공시지가’와 주택가격인 ‘공시가격’을 정해 발표하고, 국세청은 상업용 부동산에 대해 ‘기준시가’를 책정한다. 다만 이런 공시가격은 시가에 비해 매우 낮게 매겨진다. 과세 기준가인 만큼 보수적으로 책정되는 게 옳고, 수시로 변동하는 시세의 불안정성도 감안해 가격 완충지대를 넉넉하게 둔 것이라고 할 수 있다.

▦ 그런데 최근 부동산 보유세 강화 방안이 추진되면서 공시가격 체제의 허점이 잇따라 부각되고 있다. 골자는 공시가격 책정에 가격별, 유형별, 지역별 불균형이 적지 않아 결과적으로 부자들이 더 큰 혜택을 받고 있다는 얘기다. 땅부자나 대기업 등이 대거 보유하고 있는 토지의 공시지가만 봐도 그렇다. 최근 경실련에 따르면 전국 9개 광역시ㆍ도의 공시지가 상위 100곳의 시세반영률은 평균 37%에 불과했다. 이는 평균 70% 내외인 아파트 등 공동주택 공시가격 시세반영률에 비해 크게 낮다.

▦ 우리나라에서는 법인 6%가 민간 토지의 78%를 보유하고 있다고 한다. 그 중에서도 상위 1% 법인이 법인 소유 토지의 70%를 보유하고 있으니, 종중 토지나 공익법인 토지 등을 예외로 해도 주로 대기업들이 턱없이 낮은 공시지가에 따른 세제 혜택을 거의 독식하고 있는 셈이다. 토지뿐만 아니다. 역시 경실련 자료에 따르면 국내 재벌이 보유한 성남, 남양주, 양평, 가평 등의 6개 고가 별장 및 단독주택 공시가격의 시세반영률 평균도 39.2%에 불과했다.

▦ 공시가격의 불공정한 허점은 아파트에도 있다. 똑같이 시세의 70%로 공시가격이 매겨져도 강북의 시세 5억 원짜리 아파트는 시세와 공시가격 차이가 1억5,000만원에 불과한 반면, 강남의 20억 원짜리 아파트는 그 차이가 6억원으로 커져 그만큼 많은 세금 혜택을 누리게 된다. 게다가 2005년부터 적용된 ‘공정시장가액비율’은 공시가격을 추가로 낮춤으로써 고가 부동산 소유자들에게 더 유리한 제도가 됐다는 비판을 받는다. 이번 주 발표될 보유세 개편안은 세제이기 때문에, 공시가격 현실화는 국토부에서 따로 추진해야 한다. 차제에 조속한 개선이 이루어져야 할 것이다.

장인철 논설위원 icjang@hankookilbo.com


▶한국일보 [페이스북] [카카오 친구맺기]
▶네이버 채널에서 한국일보를 구독하세요!

[ⓒ 한국일보(hankookilbo.com), 무단 전재 및 재배포 금지]"
5,"신한은행, 부동산 컨설팅업체와 업무협약","해외부동산 투자 컨설팅·외국인 대상 국내부동산 매입 컨설팅

(서울=연합뉴스) 구정모 기자 = 신한은행은 국내외 부동산 투자 활성화를 위해 케이에프코리아(Knight Frank Korea)와 업무협약을 체결했다고 2일 밝혔다.

양사는 이에 따라 해외부동산 투자컨설팅, 해외부동산 투자세미나 개최 지원, 외국인투자자 대상 국내 부동산 매입 컨설팅 등에서 협력하고 고객 유치를 위한 외환사업을 다각화할 계획이다.

케이에프코리아는 나이트 프랭크 글로벌 네트워크(Knight Frank Global Network)의 한국법인으로, 국내외 고객을 위해 부동산거래·관리·컨설팅 등 부동산 관련 업무를 수행하고 있다.

신한은행 관계자는 ""최근 개인과 기관의 해외 주거용과 상업용 부동산 투자수요가 급증하고 있다""며 ""이번 협약을 계기로 해외부동산 투자 활성화와 외국인투자자를 위한 금융지원 업무협약을 지속해서 확대할 예정""이라고 말했다.

신한은행, 부동산 컨설팅업체와 업무협약[신한은행 사진제공=연합뉴스]


pseudojm@yna.co.kr

▶2018 러시아 월드컵의 모든 것

▶뉴스가 보여요 - 연합뉴스 유튜브  ▶기사제보 및 문의"
6,"신한은행, '해외 부동산 투자' 활성화 위한 업무협약","【서울=뉴시스】조현아 기자 = 신한은행은 국내외 해외부동산 투자 활성화를 위해 케이에프코리아와 업무협약을 맺었다고 2일 밝혔다.

케이에프코리아는 부동산 컨설팅사인 '나이트 프랭크 글로벌(Knight Frank Global Network)의 한국 법인으로 국내외 고객을 대상으로 부동산 거래, 관리, 컨설팅 등의 업무를 수행하고 있다.

이번 업무협약으로 양사는 해외 부동산 투자 컨설팅, 해외 부동산 투자세미나 개최 지원, 외국인 투자자 대상 국내부동산 매입 컨설팅 등 다양한 프로그램에 대한 협력과 함께 고객 유치를 위한 외환사업 다각화에 나서게 된다.

신한은행 관계자는 “최근 개인과 기관의 상업용 부동산 투자수요가 급증하고 있다""며 ""이번 협약을 계기로 외국인 투자자를 위한 금융지원 업무협약을 지속 확대할 것""이라고 말했다.

hacho@newsis.com

▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기
▶ 뉴시스 SNS [페이스북] [트위터]

<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>"
7,신한銀-부동산컨설팅사 MOU,"신한은행은 국내외 부동산 투자 활성화를 위해 케이에프코리아와 업무협약을 체결했다고 2일 밝혔다.

양사는 이에 따라 해외부동산 투자컨설팅, 해외부동산 투자세미나 개최 지원, 외국인투자자 대상 국내 부동산 매입 컨설팅 등에서 협력하고 고객 유치를 위한 외환사업을 다각화할 계획이다. 케이에프코리아는 나이트 프랭크 글로벌 네트워크)의 한국법인으로, 국내외 고객을 위해 부동산거래·관리·컨설팅 등 부동산 관련 업무를 수행하고 있다.

도현정 기자/kate01@heraldcorp.com

▶내삶의모든리뷰 헤럴드 리얼라이프

▶리얼라이프 카카오플러스 친구맺기 ▶한입뉴스 ‘타파스’ 페이스북 친구맺기



- Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -"
8,"신한銀, 케이에프코리아와 부동산 투자 활성화 업무협약 체결","[머니투데이 한은정 기자] [해외부동산 투자 컨설팅 및 외국인투자자 대상 국내 부동산 매입 컨설팅 지원]

지난달 27일 서울 중구 소재 신한은행 본점에서 열린 ‘신한은행-케이에프코리아 업무협약식’에서 정지호 신한은행 외환사업본부장(왼쪽 두번째)과 이희성 케이에프코리아 대표이사(오른쪽 두번째) 및 관계자들이 기념촬영 하는 모습./사진제공=신한은행.
신한은행은 국내 및 해외부동산 투자 활성화를 위해 케이에프코리아(Knight Frank Korea)와 업무협약을 체결했다고 2일 밝혔다.

신한은행은 이번 협약으로 케이에프코리아와 함께 △해외부동산 투자컨설팅 △해외부동산 투자세미나 개최 지원 △외국인투자자 대상 국내부동산 매입 컨설팅 등 양사 프로그램에 협력하고 고객 유치를 위한 외환사업을 다각화해 나갈 계획이다.

케이에프코리아는 국내 및 해외고객을 위해 부동산거래, 관리, 컨설팅 등 다양하고 전문적인 부동산 관련 업무를 수행하고 있다.

신한은행 관계자는 “최근 개인과 기관의 해외 주거용 및 상업용 부동산 투자수요가 급증하고 있다”며 “이번 협약을 계기로 해외부동산 투자 활성화와 외국인투자자를 위한 금융지원 업무협약을 지속적으로 확대할 예정”이라고 말했다.

▶더 많은 머니투데이 기사보기
▶실시간 급상승 기사 ▶'MT리포트'가 새로 발행되었습니다

한은정 기자 rosehans@mt.co.kr

<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>"
9,"신한은행·케이에프코리아, 국내외 부동산 투자 활성화 위한 업무협약 체결","신한은행은 Knight Frank Korea(이하 케이에프코리아)와 국내 및 해외부동산 투자 활성화를 위한 업무협약을 체결했다고 2일 밝혔다.

신한은행은 이번 협약으로 케이에프코리아와 함께 ▲해외부동산 투자컨설팅 ▲해외부동산 투자세미나 개최 지원 ▲외국인 투자자 대상 국내 부동산 매입 컨설팅 등 양사 프로그램에 협력하고 고객 유치를 위한 외환사업을 다각화해 나갈 계획이다.

한편 케이에프코리아는 Knight Frank Global Network의 한국법인으로 국내 및 해외고객을 위해 부동산거래, 관리, 컨설팅 등 다양하고 전문적인 부동산 관련 업무를 수행하고 있다.
김소형기자 compact@sportschosun.com

[스포츠조선 바로가기] [스포츠조선 페이스북]
- Copyrightsⓒ 스포츠조선(http://sports.chosun.com/), 무단 전재 및 재배포 금지"
